hhid,adm1,adm2,res,sep_quintile,res_quintile,age_head,sex_head,educ_head,year,month,survey_wgt,ea,hhsize,headwork,educ_head2
1059-001-01,2,24,Rural,4,5,57,Male,18,2021,11,3269.79051551473,NA,15,11,2
1059-001-01,2,24,Rural,4,5,57,Male,18,2021,11,3269.79051551473,NA,15,17,2
1059-001-01,2,24,Rural,4,5,57,Male,18,2021,11,3269.79051551473,NA,15,17,2
1059-001-01,2,24,Rural,4,5,57,Male,18,2021,11,3269.79051551473,NA,15,17,2
1059-001-01,2,24,Rural,4,5,57,Male,18,2021,11,3269.79051551473,NA,15,11,2
1059-001-01,2,24,Rural,4,5,57,Male,18,2021,11,3269.79051551473,NA,15,1,2
1059-001-01,2,24,Rural,4,5,57,Male,18,2021,11,3269.79051551473,NA,15,14,2
1059-001-01,2,24,Rural,4,5,57,Male,18,2021,11,3269.79051551473,NA,15,11,2
1059-001-01,2,24,Rural,4,5,57,Male,18,2021,11,3269.79051551473,NA,15,11,2
1059-001-01,2,24,Rural,4,5,57,Male,18,2021,11,3269.79051551473,NA,15,17,2
1059-001-03,2,24,Rural,1,2,42,Female,18,2021,11,3628.17791936895,NA,13,1,2
1059-001-03,2,24,Rural,1,2,42,Female,18,2021,11,3628.17791936895,NA,13,14,2
1059-001-03,2,24,Rural,1,2,42,Female,18,2021,11,3628.17791936895,NA,13,11,2
1059-001-03,2,24,Rural,1,2,42,Female,18,2021,11,3628.17791936895,NA,13,11,2
1059-001-03,2,24,Rural,1,2,42,Female,18,2021,11,3628.17791936895,NA,13,11,2
1059-001-03,2,24,Rural,1,2,42,Female,18,2021,11,3628.17791936895,NA,13,17,2
1059-001-03,2,24,Rural,1,2,42,Female,18,2021,11,3628.17791936895,NA,13,17,2
1059-001-03,2,24,Rural,1,2,42,Female,18,2021,11,3628.17791936895,NA,13,11,2
1059-001-03,2,24,Rural,1,2,42,Female,18,2021,11,3628.17791936895,NA,13,16,2
1059-001-03,2,24,Rural,1,2,42,Female,18,2021,11,3628.17791936895,NA,13,17,2
1059-001-03,2,24,Rural,1,2,42,Female,18,2021,11,3628.17791936895,NA,13,17,2
1059-001-03,2,24,Rural,1,2,42,Female,18,2021,11,3628.17791936895,NA,13,17,2
1059-001-03,2,24,Rural,1,2,42,Female,18,2021,11,3628.17791936895,NA,13,17,2
1059-001-06,13,136,Rural,2,2,26,Male,16,2021,12,1780.60450544717,NA,13,1,1
1059-001-06,13,136,Rural,2,2,26,Male,16,2021,12,1780.60450544717,NA,13,1,1
1059-001-06,13,136,Rural,2,2,26,Male,16,2021,12,1780.60450544717,NA,13,1,1
1059-001-06,13,136,Rural,2,2,26,Male,16,2021,12,1780.60450544717,NA,13,1,1
1059-001-06,13,136,Rural,2,2,26,Male,16,2021,12,1780.60450544717,NA,13,1,1
1059-001-06,13,136,Rural,2,2,26,Male,16,2021,12,1780.60450544717,NA,13,1,1
1059-001-06,13,136,Rural,2,2,26,Male,16,2021,12,1780.60450544717,NA,13,14,1
1059-001-06,13,136,Rural,2,2,26,Male,16,2021,12,1780.60450544717,NA,13,11,1
1059-001-06,13,136,Rural,2,2,26,Male,16,2021,12,1780.60450544717,NA,13,14,1
1059-001-06,13,136,Rural,2,2,26,Male,16,2021,12,1780.60450544717,NA,13,17,1
1059-001-06,13,136,Rural,2,2,26,Male,16,2021,12,1780.60450544717,NA,13,17,1
1059-001-06,13,136,Rural,2,2,26,Male,16,2021,12,1780.60450544717,NA,13,17,1
1059-001-06,13,136,Rural,2,2,26,Male,16,2021,12,1780.60450544717,NA,13,17,1
1060-001-01,2,24,Rural,1,1,55,Male,18,2021,11,3315.49860846196,NA,3,1,2
1060-001-01,2,24,Rural,1,1,55,Male,18,2021,11,3315.49860846196,NA,3,1,2
1060-001-01,2,24,Rural,1,1,55,Male,18,2021,11,3315.49860846196,NA,3,1,2
1061-001-03,13,136,Rural,2,3,27,Male,18,2021,12,2476.87164644263,NA,8,1,2
1061-001-03,13,136,Rural,2,3,27,Male,18,2021,12,2476.87164644263,NA,8,1,2
1061-001-03,13,136,Rural,2,3,27,Male,18,2021,12,2476.87164644263,NA,8,17,2
1061-001-03,13,136,Rural,2,3,27,Male,18,2021,12,2476.87164644263,NA,8,17,2
1061-001-03,13,136,Rural,2,3,27,Male,18,2021,12,2476.87164644263,NA,8,1,2
1061-001-03,13,136,Rural,2,3,27,Male,18,2021,12,2476.87164644263,NA,8,1,2
1061-001-03,13,136,Rural,2,3,27,Male,18,2021,12,2476.87164644263,NA,8,1,2
1061-001-03,13,136,Rural,2,3,27,Male,18,2021,12,2476.87164644263,NA,8,17,2
1062-001-01,2,24,Rural,4,4,66,Male,NA,2021,11,3225.8925967332,NA,8,1,3
1062-001-01,2,24,Rural,4,4,66,Male,NA,2021,11,3225.8925967332,NA,8,1,3
1062-001-01,2,24,Rural,4,4,66,Male,NA,2021,11,3225.8925967332,NA,8,11,3
1062-001-01,2,24,Rural,4,4,66,Male,NA,2021,11,3225.8925967332,NA,8,11,3
1062-001-01,2,24,Rural,4,4,66,Male,NA,2021,11,3225.8925967332,NA,8,14,3
1062-001-01,2,24,Rural,4,4,66,Male,NA,2021,11,3225.8925967332,NA,8,17,3
1062-001-01,2,24,Rural,4,4,66,Male,NA,2021,11,3225.8925967332,NA,8,17,3
1062-001-01,2,24,Rural,4,4,66,Male,NA,2021,11,3225.8925967332,NA,8,17,3
1063-001-01,13,136,Rural,2,3,62,Male,NA,2021,12,723.338058721687,NA,13,1,3
1063-001-01,13,136,Rural,2,3,62,Male,NA,2021,12,723.338058721687,NA,13,1,3
1063-001-01,13,136,Rural,2,3,62,Male,NA,2021,12,723.338058721687,NA,13,1,3
1063-001-01,13,136,Rural,2,3,62,Male,NA,2021,12,723.338058721687,NA,13,1,3
1063-001-01,13,136,Rural,2,3,62,Male,NA,2021,12,723.338058721687,NA,13,14,3
1063-001-01,13,136,Rural,2,3,62,Male,NA,2021,12,723.338058721687,NA,13,14,3
1063-001-01,13,136,Rural,2,3,62,Male,NA,2021,12,723.338058721687,NA,13,14,3
1063-001-01,13,136,Rural,2,3,62,Male,NA,2021,12,723.338058721687,NA,13,1,3
1063-001-01,13,136,Rural,2,3,62,Male,NA,2021,12,723.338058721687,NA,13,17,3
1063-001-01,13,136,Rural,2,3,62,Male,NA,2021,12,723.338058721687,NA,13,1,3
1063-001-01,13,136,Rural,2,3,62,Male,NA,2021,12,723.338058721687,NA,13,1,3
1063-001-01,13,136,Rural,2,3,62,Male,NA,2021,12,723.338058721687,NA,13,11,3
1063-001-01,13,136,Rural,2,3,62,Male,NA,2021,12,723.338058721687,NA,13,1,3
1064-001-01,2,24,Rural,3,4,39,Female,18,2021,11,4202.91848019722,NA,3,1,2
1064-001-01,2,24,Rural,3,4,39,Female,18,2021,11,4202.91848019722,NA,3,17,2
1064-001-01,2,24,Rural,3,4,39,Female,18,2021,11,4202.91848019722,NA,3,17,2
1076-001-01,2,26,Rural,2,3,46,Male,14,2021,11,3833.25966109723,NA,4,1,1
1076-001-01,2,26,Rural,2,3,46,Male,14,2021,11,3833.25966109723,NA,4,1,1
1076-001-01,2,26,Rural,2,3,46,Male,14,2021,11,3833.25966109723,NA,4,14,1
1076-001-01,2,26,Rural,2,3,46,Male,14,2021,11,3833.25966109723,NA,4,14,1
1077-001-01,2,26,Rural,4,5,46,Male,18,2021,11,3268.71025874579,NA,6,1,2
1077-001-01,2,26,Rural,4,5,46,Male,18,2021,11,3268.71025874579,NA,6,1,2
1077-001-01,2,26,Rural,4,5,46,Male,18,2021,11,3268.71025874579,NA,6,14,2
1077-001-01,2,26,Rural,4,5,46,Male,18,2021,11,3268.71025874579,NA,6,11,2
1077-001-01,2,26,Rural,4,5,46,Male,18,2021,11,3268.71025874579,NA,6,1,2
1077-001-01,2,26,Rural,4,5,46,Male,18,2021,11,3268.71025874579,NA,6,17,2
1078-001-01,2,26,Rural,2,3,42,Male,18,2021,11,4357.26586683979,NA,7,1,2
1078-001-01,2,26,Rural,2,3,42,Male,18,2021,11,4357.26586683979,NA,7,1,2
1078-001-01,2,26,Rural,2,3,42,Male,18,2021,11,4357.26586683979,NA,7,14,2
1078-001-01,2,26,Rural,2,3,42,Male,18,2021,11,4357.26586683979,NA,7,14,2
1078-001-01,2,26,Rural,2,3,42,Male,18,2021,11,4357.26586683979,NA,7,14,2
1078-001-01,2,26,Rural,2,3,42,Male,18,2021,11,4357.26586683979,NA,7,17,2
1078-001-01,2,26,Rural,2,3,42,Male,18,2021,11,4357.26586683979,NA,7,17,2
1079-001-01,2,26,Rural,4,5,54,Male,18,2021,11,3228.54668026629,NA,7,1,2
1079-001-01,2,26,Rural,4,5,54,Male,18,2021,11,3228.54668026629,NA,7,1,2
1079-001-01,2,26,Rural,4,5,54,Male,18,2021,11,3228.54668026629,NA,7,1,2
1079-001-01,2,26,Rural,4,5,54,Male,18,2021,11,3228.54668026629,NA,7,14,2
1079-001-01,2,26,Rural,4,5,54,Male,18,2021,11,3228.54668026629,NA,7,14,2
1079-001-01,2,26,Rural,4,5,54,Male,18,2021,11,3228.54668026629,NA,7,14,2
1079-001-01,2,26,Rural,4,5,54,Male,18,2021,11,3228.54668026629,NA,7,14,2
1080-001-01,2,26,Rural,1,2,37,Male,18,2021,11,2919.79395514856,NA,7,16,2
1080-001-01,2,26,Rural,1,2,37,Male,18,2021,11,2919.79395514856,NA,7,1,2
1080-001-01,2,26,Rural,1,2,37,Male,18,2021,11,2919.79395514856,NA,7,14,2
1080-001-01,2,26,Rural,1,2,37,Male,18,2021,11,2919.79395514856,NA,7,14,2
1080-001-01,2,26,Rural,1,2,37,Male,18,2021,11,2919.79395514856,NA,7,14,2
1080-001-01,2,26,Rural,1,2,37,Male,18,2021,11,2919.79395514856,NA,7,17,2
1080-001-01,2,26,Rural,1,2,37,Male,18,2021,11,2919.79395514856,NA,7,17,2
1081-001-01,2,26,Rural,4,5,42,Male,18,2021,11,2903.38605185373,NA,5,10,2
1081-001-01,2,26,Rural,4,5,42,Male,18,2021,11,2903.38605185373,NA,5,10,2
1081-001-01,2,26,Rural,4,5,42,Male,18,2021,11,2903.38605185373,NA,5,14,2
1081-001-01,2,26,Rural,4,5,42,Male,18,2021,11,2903.38605185373,NA,5,14,2
1081-001-01,2,26,Rural,4,5,42,Male,18,2021,11,2903.38605185373,NA,5,17,2
1082-001-01,2,26,Rural,3,3,67,Female,NA,2021,11,4336.66400811793,NA,3,16,3
1082-001-01,2,26,Rural,3,3,67,Female,NA,2021,11,4336.66400811793,NA,3,1,3
1082-001-01,2,26,Rural,3,3,67,Female,NA,2021,11,4336.66400811793,NA,3,1,3
1083-001-01,2,26,Rural,2,2,52,Female,18,2021,11,2488.91355123186,NA,4,9,2
1083-001-01,2,26,Rural,2,2,52,Female,18,2021,11,2488.91355123186,NA,4,1,2
1083-001-01,2,26,Rural,2,2,52,Female,18,2021,11,2488.91355123186,NA,4,16,2
1083-001-01,2,26,Rural,2,2,52,Female,18,2021,11,2488.91355123186,NA,4,17,2
1095-001-01,2,27,Rural,3,4,46,Female,NA,2021,2,1089.29944434042,NA,6,10,3
1095-001-01,2,27,Rural,3,4,46,Female,NA,2021,2,1089.29944434042,NA,6,13,3
1095-001-01,2,27,Rural,3,4,46,Female,NA,2021,2,1089.29944434042,NA,6,14,3
1095-001-01,2,27,Rural,3,4,46,Female,NA,2021,2,1089.29944434042,NA,6,14,3
1095-001-01,2,27,Rural,3,4,46,Female,NA,2021,2,1089.29944434042,NA,6,17,3
1095-001-01,2,27,Rural,3,4,46,Female,NA,2021,2,1089.29944434042,NA,6,17,3
1096-001-01,2,27,Rural,3,3,61,Male,15,2021,2,1753.25104887746,NA,7,10,1
1096-001-01,2,27,Rural,3,3,61,Male,15,2021,2,1753.25104887746,NA,7,10,1
1096-001-01,2,27,Rural,3,3,61,Male,15,2021,2,1753.25104887746,NA,7,14,1
1096-001-01,2,27,Rural,3,3,61,Male,15,2021,2,1753.25104887746,NA,7,11,1
1096-001-01,2,27,Rural,3,3,61,Male,15,2021,2,1753.25104887746,NA,7,14,1
1096-001-01,2,27,Rural,3,3,61,Male,15,2021,2,1753.25104887746,NA,7,17,1
1096-001-01,2,27,Rural,3,3,61,Male,15,2021,2,1753.25104887746,NA,7,17,1
1096-001-03,2,22,Rural,4,4,30,Male,24,2021,2,1722.03283982181,NA,3,1,3
1096-001-03,2,22,Rural,4,4,30,Male,24,2021,2,1722.03283982181,NA,3,11,3
1096-001-03,2,22,Rural,4,4,30,Male,24,2021,2,1722.03283982181,NA,3,17,3
1097-001-01,2,27,Rural,1,1,38,Female,NA,2021,2,528.526391333427,NA,9,1,3
1097-001-01,2,27,Rural,1,1,38,Female,NA,2021,2,528.526391333427,NA,9,1,3
1097-001-01,2,27,Rural,1,1,38,Female,NA,2021,2,528.526391333427,NA,9,1,3
1097-001-01,2,27,Rural,1,1,38,Female,NA,2021,2,528.526391333427,NA,9,1,3
1097-001-01,2,27,Rural,1,1,38,Female,NA,2021,2,528.526391333427,NA,9,14,3
1097-001-01,2,27,Rural,1,1,38,Female,NA,2021,2,528.526391333427,NA,9,1,3
1097-001-01,2,27,Rural,1,1,38,Female,NA,2021,2,528.526391333427,NA,9,14,3
1097-001-01,2,27,Rural,1,1,38,Female,NA,2021,2,528.526391333427,NA,9,14,3
1097-001-01,2,27,Rural,1,1,38,Female,NA,2021,2,528.526391333427,NA,9,17,3
1097-001-02,2,27,Rural,3,3,56,Male,NA,2021,2,1658.94101839516,NA,3,10,3
1097-001-02,2,27,Rural,3,3,56,Male,NA,2021,2,1658.94101839516,NA,3,11,3
1097-001-02,2,27,Rural,3,3,56,Male,NA,2021,2,1658.94101839516,NA,3,17,3
1097-001-04,2,26,Rural,4,5,25,Male,18,2021,8,1506.77670446729,NA,2,10,2
1097-001-04,2,26,Rural,4,5,25,Male,18,2021,8,1506.77670446729,NA,2,1,2
1098-001-01,2,27,Rural,3,3,32,Female,NA,2021,2,3056.29610472334,NA,7,1,3
1098-001-01,2,27,Rural,3,3,32,Female,NA,2021,2,3056.29610472334,NA,7,14,3
1098-001-01,2,27,Rural,3,3,32,Female,NA,2021,2,3056.29610472334,NA,7,1,3
1098-001-01,2,27,Rural,3,3,32,Female,NA,2021,2,3056.29610472334,NA,7,17,3
1098-001-01,2,27,Rural,3,3,32,Female,NA,2021,2,3056.29610472334,NA,7,17,3
1098-001-01,2,27,Rural,3,3,32,Female,NA,2021,2,3056.29610472334,NA,7,17,3
1098-001-01,2,27,Rural,3,3,32,Female,NA,2021,2,3056.29610472334,NA,7,17,3
1099-001-01,2,27,Rural,3,4,25,Female,NA,2021,2,2702.00089213837,NA,4,1,3
1099-001-01,2,27,Rural,3,4,25,Female,NA,2021,2,2702.00089213837,NA,4,1,3
1099-001-01,2,27,Rural,3,4,25,Female,NA,2021,2,2702.00089213837,NA,4,17,3
1099-001-01,2,27,Rural,3,4,25,Female,NA,2021,2,2702.00089213837,NA,4,17,3
1100-001-01,2,27,Rural,1,2,36,Female,18,2021,2,1709.38277635192,NA,7,1,2
1100-001-01,2,27,Rural,1,2,36,Female,18,2021,2,1709.38277635192,NA,7,11,2
1100-001-01,2,27,Rural,1,2,36,Female,18,2021,2,1709.38277635192,NA,7,14,2
1100-001-01,2,27,Rural,1,2,36,Female,18,2021,2,1709.38277635192,NA,7,14,2
1100-001-01,2,27,Rural,1,2,36,Female,18,2021,2,1709.38277635192,NA,7,14,2
1100-001-01,2,27,Rural,1,2,36,Female,18,2021,2,1709.38277635192,NA,7,17,2
1100-001-01,2,27,Rural,1,2,36,Female,18,2021,2,1709.38277635192,NA,7,17,2
1102-001-01,2,27,Rural,1,1,31,Female,NA,2021,2,1495.33665737639,NA,5,1,3
1102-001-01,2,27,Rural,1,1,31,Female,NA,2021,2,1495.33665737639,NA,5,1,3
1102-001-01,2,27,Rural,1,1,31,Female,NA,2021,2,1495.33665737639,NA,5,16,3
1102-001-01,2,27,Rural,1,1,31,Female,NA,2021,2,1495.33665737639,NA,5,14,3
1102-001-01,2,27,Rural,1,1,31,Female,NA,2021,2,1495.33665737639,NA,5,NA,3
1102-001-01,2,27,Rural,1,1,31,Female,NA,2021,2,1495.33665737639,NA,5,17,3
1114-001-01,7,74,Urban,4,3,30,Male,25,2021,10,1493.81647780089,NA,3,7,3
1114-001-01,7,74,Urban,4,3,30,Male,25,2021,10,1493.81647780089,NA,3,11,3
1114-001-01,7,74,Urban,4,3,30,Male,25,2021,10,1493.81647780089,NA,3,14,3
1114-001-02,7,74,Urban,5,4,26,Male,18,2021,10,1842.72209246716,NA,1,10,2
1116-001-01,7,74,Urban,3,2,47,Male,18,2021,10,2729.56207385926,NA,6,16,2
1116-001-01,7,74,Urban,3,2,47,Male,18,2021,10,2729.56207385926,NA,6,10,2
1116-001-01,7,74,Urban,3,2,47,Male,18,2021,10,2729.56207385926,NA,6,14,2
1116-001-01,7,74,Urban,3,2,47,Male,18,2021,10,2729.56207385926,NA,6,14,2
1116-001-01,7,74,Urban,3,2,47,Male,18,2021,10,2729.56207385926,NA,6,14,2
1116-001-01,7,74,Urban,3,2,47,Male,18,2021,10,2729.56207385926,NA,6,14,2
1118-001-01,7,74,Urban,1,1,71,Male,NA,2021,10,2164.68484245238,5,4,10,3
1118-001-01,7,74,Urban,1,1,71,Male,NA,2021,10,2164.68484245238,5,4,10,3
1118-001-01,7,74,Urban,1,1,71,Male,NA,2021,10,2164.68484245238,5,4,15,3
1118-001-01,7,74,Urban,1,1,71,Male,NA,2021,10,2164.68484245238,5,4,14,3
1119-001-02,7,74,Urban,3,2,36,Female,18,2021,10,1958.42000963731,NA,11,7,2
1119-001-02,7,74,Urban,3,2,36,Female,18,2021,10,1958.42000963731,NA,11,10,2
1119-001-02,7,74,Urban,3,2,36,Female,18,2021,10,1958.42000963731,NA,11,13,2
1119-001-02,7,74,Urban,3,2,36,Female,18,2021,10,1958.42000963731,NA,11,14,2
1119-001-02,7,74,Urban,3,2,36,Female,18,2021,10,1958.42000963731,NA,11,10,2
1119-001-02,7,74,Urban,3,2,36,Female,18,2021,10,1958.42000963731,NA,11,10,2
1119-001-02,7,74,Urban,3,2,36,Female,18,2021,10,1958.42000963731,NA,11,15,2
1119-001-02,7,74,Urban,3,2,36,Female,18,2021,10,1958.42000963731,NA,11,16,2
1119-001-02,7,74,Urban,3,2,36,Female,18,2021,10,1958.42000963731,NA,11,14,2
1119-001-02,7,74,Urban,3,2,36,Female,18,2021,10,1958.42000963731,NA,11,14,2
1119-001-02,7,74,Urban,3,2,36,Female,18,2021,10,1958.42000963731,NA,11,10,2
1120-001-02,7,71,Urban,1,1,38,Female,18,2021,10,1765.23690143997,NA,3,10,2
1120-001-02,7,71,Urban,1,1,38,Female,18,2021,10,1765.23690143997,NA,3,14,2
1120-001-02,7,71,Urban,1,1,38,Female,18,2021,10,1765.23690143997,NA,3,14,2
1122-001-02,7,74,Urban,5,4,41,Female,18,2021,10,3455.18164505292,NA,3,10,2
1122-001-02,7,74,Urban,5,4,41,Female,18,2021,10,3455.18164505292,NA,3,14,2
1122-001-02,7,74,Urban,5,4,41,Female,18,2021,10,3455.18164505292,NA,3,13,2
1134-001-01,18,186,Urban,5,5,64,Male,25,2021,12,2920.33646450716,NA,2,1,3
1134-001-01,18,186,Urban,5,5,64,Male,25,2021,12,2920.33646450716,NA,2,1,3
1134-001-03,7,71,Urban,5,5,36,Male,45,2021,10,3568.99225864833,NA,8,10,3
1134-001-03,7,71,Urban,5,5,36,Male,45,2021,10,3568.99225864833,NA,8,14,3
1134-001-03,7,71,Urban,5,5,36,Male,45,2021,10,3568.99225864833,NA,8,7,3
1134-001-03,7,71,Urban,5,5,36,Male,45,2021,10,3568.99225864833,NA,8,7,3
1134-001-03,7,71,Urban,5,5,36,Male,45,2021,10,3568.99225864833,NA,8,7,3
1134-001-03,7,71,Urban,5,5,36,Male,45,2021,10,3568.99225864833,NA,8,14,3
1134-001-03,7,71,Urban,5,5,36,Male,45,2021,10,3568.99225864833,NA,8,14,3
1134-001-03,7,71,Urban,5,5,36,Male,45,2021,10,3568.99225864833,NA,8,12,3
1135-001-01,7,71,Urban,4,3,41,Male,18,2021,10,4003.6830396659,NA,3,10,2
1135-001-01,7,71,Urban,4,3,41,Male,18,2021,10,4003.6830396659,NA,3,16,2
1135-001-01,7,71,Urban,4,3,41,Male,18,2021,10,4003.6830396659,NA,3,7,2
1140-001-01,7,71,Urban,4,2,48,Male,13,2021,10,2428.66181097029,NA,4,7,1
1140-001-01,7,71,Urban,4,2,48,Male,13,2021,10,2428.66181097029,NA,4,16,1
1140-001-01,7,71,Urban,4,2,48,Male,13,2021,10,2428.66181097029,NA,4,16,1
1140-001-01,7,71,Urban,4,2,48,Male,13,2021,10,2428.66181097029,NA,4,14,1
1140-001-03,1,71,Urban,1,1,28,Male,18,2021,10,2797.40811531752,NA,4,7,2
1140-001-03,1,71,Urban,1,1,28,Male,18,2021,10,2797.40811531752,NA,4,16,2
1140-001-03,1,71,Urban,1,1,28,Male,18,2021,10,2797.40811531752,NA,4,14,2
1140-001-03,1,71,Urban,1,1,28,Male,18,2021,10,2797.40811531752,NA,4,17,2
1142-001-01,7,71,Urban,4,3,54,Male,22,2021,10,2430.8518300565,38,4,10,3
1142-001-01,7,71,Urban,4,3,54,Male,22,2021,10,2430.8518300565,38,4,10,3
1142-001-01,7,71,Urban,4,3,54,Male,22,2021,10,2430.8518300565,38,4,14,3
1142-001-01,7,71,Urban,4,3,54,Male,22,2021,10,2430.8518300565,38,4,14,3
1152-001-01,6,64,Rural,4,5,63,Male,18,2021,9,2580.15352382885,NA,1,1,2
1154-001-01,7,71,Urban,4,3,72,Male,18,2021,1,2324.11836172368,19,1,7,2
1155-001-01,7,72,Urban,4,3,38,Male,24,2021,1,1596.06918731013,0,5,5,3
1155-001-01,7,72,Urban,4,3,38,Male,24,2021,1,1596.06918731013,0,5,10,3
1155-001-01,7,72,Urban,4,3,38,Male,24,2021,1,1596.06918731013,0,5,14,3
1155-001-01,7,72,Urban,4,3,38,Male,24,2021,1,1596.06918731013,0,5,14,3
1155-001-01,7,72,Urban,4,3,38,Male,24,2021,1,1596.06918731013,0,5,17,3
1158-001-01,7,71,Urban,5,5,45,Male,18,2021,1,857.446355714122,NA,1,7,2
1158-001-02,7,71,Urban,3,1,36,Female,NA,2021,1,1161.35989004363,19,6,7,3
1158-001-02,7,71,Urban,3,1,36,Female,NA,2021,1,1161.35989004363,19,6,14,3
1158-001-02,7,71,Urban,3,1,36,Female,NA,2021,1,1161.35989004363,19,6,14,3
1158-001-02,7,71,Urban,3,1,36,Female,NA,2021,1,1161.35989004363,19,6,15,3
1158-001-02,7,71,Urban,3,1,36,Female,NA,2021,1,1161.35989004363,19,6,10,3
1158-001-02,7,71,Urban,3,1,36,Female,NA,2021,1,1161.35989004363,19,6,7,3
1159-001-01,7,72,Urban,5,4,47,Female,18,2021,1,2576.60955991394,19,1,10,2
1162-001-01,7,71,Urban,5,4,49,Male,24,2021,1,1440.13863620182,0,4,10,3
1162-001-01,7,71,Urban,5,4,49,Male,24,2021,1,1440.13863620182,0,4,10,3
1162-001-01,7,71,Urban,5,4,49,Male,24,2021,1,1440.13863620182,0,4,14,3
1162-001-01,7,71,Urban,5,4,49,Male,24,2021,1,1440.13863620182,0,4,14,3
1171-001-01,7,71,Urban,4,2,58,Female,18,2021,1,2285.90909142233,NA,3,10,2
1171-001-01,7,71,Urban,4,2,58,Female,18,2021,1,2285.90909142233,NA,3,11,2
1171-001-01,7,71,Urban,4,2,58,Female,18,2021,1,2285.90909142233,NA,3,14,2
1172-001-03,7,74,Urban,5,5,31,Female,25,2021,1,2576.78734341831,4,1,9,3
1173-001-01,7,71,Urban,5,4,42,Female,18,2021,1,2970.04397068399,71102004,2,10,2
1173-001-01,7,71,Urban,5,4,42,Female,18,2021,1,2970.04397068399,71102004,2,14,2
1174-001-01,7,74,Urban,5,5,46,Male,25,2021,1,1854.34499889564,0,1,10,3
1177-001-01,7,74,Urban,4,3,55,Female,24,2021,2,499.840447351973,0,6,10,3
1177-001-01,7,74,Urban,4,3,55,Female,24,2021,2,499.840447351973,0,6,16,3
1177-001-01,7,74,Urban,4,3,55,Female,24,2021,2,499.840447351973,0,6,11,3
1177-001-01,7,74,Urban,4,3,55,Female,24,2021,2,499.840447351973,0,6,14,3
1177-001-01,7,74,Urban,4,3,55,Female,24,2021,2,499.840447351973,0,6,14,3
1177-001-01,7,74,Urban,4,3,55,Female,24,2021,2,499.840447351973,0,6,17,3
1177-001-03,7,74,Urban,3,2,32,Female,25,2021,2,1888.35017499468,NA,2,8,3
1177-001-03,7,74,Urban,3,2,32,Female,25,2021,2,1888.35017499468,NA,2,17,3
1179-001-01,7,71,Urban,5,4,66,Female,18,2021,1,965.926359736324,NA,4,11,2
1179-001-01,7,71,Urban,5,4,66,Female,18,2021,1,965.926359736324,NA,4,7,2
1179-001-01,7,71,Urban,5,4,66,Female,18,2021,1,965.926359736324,NA,4,14,2
1179-001-01,7,71,Urban,5,4,66,Female,18,2021,1,965.926359736324,NA,4,11,2
1179-001-02,7,74,Urban,5,5,34,Male,24,2021,2,2106.90021767093,NA,4,10,3
1179-001-02,7,74,Urban,5,5,34,Male,24,2021,2,2106.90021767093,NA,4,11,3
1179-001-02,7,74,Urban,5,5,34,Male,24,2021,2,2106.90021767093,NA,4,14,3
1179-001-02,7,74,Urban,5,5,34,Male,24,2021,2,2106.90021767093,NA,4,17,3
1179-001-06,6,67,Urban,5,4,32,Male,25,2021,1,1361.14314154586,NA,1,7,3
1191-001-01,7,74,Urban,2,1,64,Male,24,2021,1,5361.87014391649,32,7,10,3
1191-001-01,7,74,Urban,2,1,64,Male,24,2021,1,5361.87014391649,32,7,16,3
1191-001-01,7,74,Urban,2,1,64,Male,24,2021,1,5361.87014391649,32,7,16,3
1191-001-01,7,74,Urban,2,1,64,Male,24,2021,1,5361.87014391649,32,7,16,3
1191-001-01,7,74,Urban,2,1,64,Male,24,2021,1,5361.87014391649,32,7,14,3
1191-001-01,7,74,Urban,2,1,64,Male,24,2021,1,5361.87014391649,32,7,17,3
1191-001-01,7,74,Urban,2,1,64,Male,24,2021,1,5361.87014391649,32,7,17,3
1192-001-01,7,71,Urban,5,5,48,Male,18,2021,1,4140.57793789807,0,4,10,2
1192-001-01,7,71,Urban,5,5,48,Male,18,2021,1,4140.57793789807,0,4,7,2
1192-001-01,7,71,Urban,5,5,48,Male,18,2021,1,4140.57793789807,0,4,14,2
1192-001-01,7,71,Urban,5,5,48,Male,18,2021,1,4140.57793789807,0,4,14,2
1193-001-01,7,72,Urban,2,1,51,Male,18,2021,1,5415.99417353753,0,6,10,2
1193-001-01,7,72,Urban,2,1,51,Male,18,2021,1,5415.99417353753,0,6,10,2
1193-001-01,7,72,Urban,2,1,51,Male,18,2021,1,5415.99417353753,0,6,14,2
1193-001-01,7,72,Urban,2,1,51,Male,18,2021,1,5415.99417353753,0,6,14,2
1193-001-01,7,72,Urban,2,1,51,Male,18,2021,1,5415.99417353753,0,6,14,2
1193-001-01,7,72,Urban,2,1,51,Male,18,2021,1,5415.99417353753,0,6,17,2
1194-001-01,7,71,Urban,4,2,44,Male,18,2021,1,2863.84969726565,32,5,7,2
1194-001-01,7,71,Urban,4,2,44,Male,18,2021,1,2863.84969726565,32,5,10,2
1194-001-01,7,71,Urban,4,2,44,Male,18,2021,1,2863.84969726565,32,5,7,2
1194-001-01,7,71,Urban,4,2,44,Male,18,2021,1,2863.84969726565,32,5,14,2
1194-001-01,7,71,Urban,4,2,44,Male,18,2021,1,2863.84969726565,32,5,14,2
1194-001-04,7,74,Urban,3,2,25,Male,24,2021,1,3166.49414686913,NA,3,7,3
