hhid,adm1,adm2,res,sep_quintile,res_quintile,age_head,sex_head,year,month,hhsize,work_head,educ_head,educ_head2
8359-001-01,17,172,Rural,1,1,44,Male,2021,5,13,1,NA,3
8360-001-01,17,172,Rural,1,1,44,Male,2021,5,8,1,NA,3
8372-001-01,17,173,Rural,5,5,31,Male,2021,5,5,10,18,2
8372-001-05,17,173,Rural,1,1,66,Female,2021,5,6,1,NA,3
8372-001-30,17,173,Rural,2,3,29,Male,2021,5,2,1,18,2
8373-001-01,17,173,Rural,1,2,53,Male,2021,5,18,1,18,2
8373-001-05,17,177,Rural,4,4,24,Male,2021,5,4,1,NA,3
8374-001-01,14,141,Rural,1,2,47,Male,2021,9,15,1,NA,3
8375-001-01,17,173,Rural,2,2,40,Female,2021,5,4,1,18,2
8376-001-01,17,173,Rural,4,4,59,Male,2021,5,15,1,NA,3
8377-001-01,17,173,Rural,4,5,53,Male,2021,5,10,1,18,2
8377-001-03,17,173,Rural,2,3,26,Male,2021,5,5,1,24,3
8378-001-01,17,173,Rural,2,2,67,Male,2021,5,10,1,NA,3
8378-001-06,19,193,Rural,5,5,29,Male,2021,12,3,8,44,3
8379-001-01,17,173,Rural,3,4,31,Male,2021,5,6,1,18,2
8391-001-03,17,173,Rural,1,2,40,Male,2021,5,9,1,23,3
8392-001-01,17,173,Rural,3,3,41,Male,2021,5,8,1,18,2
8393-001-01,17,173,Rural,2,2,52,Female,2021,5,4,1,18,2
8394-001-01,17,173,Rural,1,1,44,Male,2021,5,10,1,18,2
8395-001-01,17,173,Rural,2,2,74,Female,2021,5,4,1,NA,3
8395-001-02,17,173,Rural,4,4,57,Male,2021,5,1,1,18,2
8396-001-01,17,173,Rural,2,3,33,Male,2021,5,5,1,18,2
8398-001-01,17,173,Rural,2,3,60,Male,2021,5,12,1,18,2
8410-001-01,17,173,Rural,1,2,46,Male,2021,8,10,1,NA,3
8411-001-01,17,174,Rural,2,2,37,Male,2021,8,10,1,NA,3
8412-001-01,17,174,Rural,1,2,38,Male,2021,8,4,1,18,2
8412-001-02,17,177,Rural,5,5,36,Female,2021,8,1,7,NA,3
8413-001-01,17,174,Rural,2,2,45,Male,2021,8,6,1,18,2
8414-001-01,17,174,Rural,2,3,42,Male,2021,8,9,10,NA,3
8414-001-03,17,174,Rural,3,4,61,Male,2021,8,12,10,NA,3
8415-001-01,17,177,Rural,3,3,63,Male,2021,8,4,1,18,2
8415-001-03,17,177,Rural,4,4,36,Male,2021,8,4,7,18,2
8416-001-01,17,174,Rural,1,1,57,Male,2021,8,12,1,18,2
8416-001-03,17,174,Rural,1,1,47,Female,2022,1,18,1,NA,3
8417-001-01,17,177,Rural,3,3,56,Female,2021,8,15,1,18,2
8417-001-05,17,175,Rural,1,1,25,Male,2021,9,3,7,16,1
8429-001-01,17,174,Rural,1,1,37,Male,2021,6,8,1,NA,3
8430-001-02,17,174,Rural,3,4,47,Female,2021,6,20,1,NA,3
8430-001-04,17,177,Rural,2,3,30,Male,2022,1,3,1,25,3
8430-001-05,17,174,Rural,3,4,27,Male,2021,6,4,1,18,2
8431-001-01,14,141,Rural,2,3,39,Male,2021,9,4,1,14,1
8432-001-01,17,175,Urban,3,1,34,Male,2021,8,7,1,18,2
8432-001-04,17,175,Rural,1,2,27,Male,2021,8,8,10,14,1
8433-001-01,25,251,Rural,2,2,36,Male,2021,9,1,1,NA,3
8434-001-01,17,174,Rural,1,1,54,Male,2021,6,6,1,18,2
8434-001-03,17,177,Rural,1,1,36,Male,2022,1,2,1,NA,3
8435-001-01,17,174,Rural,4,4,38,Female,2021,6,4,1,18,2
8436-001-01,14,147,Rural,1,1,31,Male,2021,9,5,1,32,3
8448-001-01,17,175,Rural,2,2,55,Male,2021,8,27,10,17,1
8448-001-05,17,175,Rural,1,1,71,Female,2021,8,13,1,NA,3
8449-001-01,17,175,Rural,1,2,33,Male,2021,8,5,1,18,2
8450-001-01,17,175,Rural,1,1,33,Male,2021,8,7,1,NA,3
8451-001-02,17,175,Rural,3,3,78,Female,2021,8,11,1,15,1
8452-001-01,17,175,Rural,2,2,45,Male,2021,8,5,1,18,2
8452-001-03,17,175,Rural,3,4,30,Male,2021,8,5,9,18,2
8453-001-01,17,175,Rural,2,3,48,Male,2021,8,9,1,15,1
8454-001-01,17,175,Rural,4,5,85,Female,2021,8,8,1,NA,3
8454-001-03,17,175,Rural,2,3,46,Female,2021,8,9,1,18,2
8454-001-07,17,175,Rural,3,4,24,Male,2021,8,4,1,16,1
8455-001-02,14,141,Rural,1,1,53,Male,2021,9,19,1,18,2
8467-001-01,17,175,Urban,5,5,30,Male,2021,8,5,10,32,3
8468-001-01,17,175,Urban,4,3,52,Male,2021,8,4,1,18,2
8468-001-03,17,175,Urban,4,2,22,Male,2021,8,1,7,18,2
8470-001-01,17,175,Urban,5,5,52,Male,2021,9,6,7,18,2
8470-001-03,17,175,Urban,5,5,31,Male,2021,9,2,7,34,3
8471-001-01,17,175,Urban,5,4,54,Male,2021,8,14,10,18,2
8472-001-01,17,175,Urban,3,2,51,Male,2021,8,10,1,NA,3
8474-001-01,17,175,Urban,5,5,33,Male,2021,8,5,2,43,3
8476-001-02,17,175,Urban,4,3,60,Female,2021,8,5,1,25,3
8477-001-01,17,175,Urban,5,5,31,Female,2021,8,4,10,22,3
8486-001-01,24,241,Rural,3,3,45,Male,2021,6,14,1,17,1
8487-001-01,24,241,Rural,1,2,47,Male,2021,6,15,7,18,2
8487-001-03,8,82,Rural,4,5,29,Male,2021,12,4,5,43,3
8487-001-04,24,241,Rural,5,5,24,Male,2021,6,1,7,24,3
8487-001-05,24,241,Rural,3,4,47,Female,2021,6,8,1,18,2
8487-001-13,24,241,Rural,2,2,32,Male,2021,6,5,1,18,2
8488-001-01,24,241,Rural,1,2,74,Female,2021,6,5,1,NA,3
8488-001-03,51,512,Rural,4,5,26,Male,2021,9,3,10,18,2
8489-001-02,24,241,Rural,2,2,34,Male,2021,6,9,1,NA,3
8490-001-01,24,246,Rural,3,4,63,Female,2021,6,3,1,NA,3
8490-001-03,24,246,Rural,4,4,25,Male,2021,6,5,7,18,2
8490-001-07,24,241,Rural,3,4,44,Male,2021,6,10,1,15,1
8491-001-01,24,241,Rural,1,1,41,Male,2021,6,8,1,18,2
8492-001-01,24,241,Rural,4,4,37,Male,2021,6,5,10,14,1
8492-001-05,24,242,Rural,2,3,25,Male,2021,6,5,1,21,3
8493-001-01,24,241,Rural,2,3,78,Female,2021,6,6,15,NA,3
8493-001-03,24,246,Rural,2,3,43,Male,2021,6,2,7,NA,3
8493-001-05,24,246,Rural,1,1,57,Female,2021,6,6,16,NA,3
8505-001-01,24,241,Rural,4,4,47,Male,2021,6,20,1,18,2
8506-001-01,24,241,Rural,2,3,43,Male,2021,6,17,1,13,1
8507-001-01,24,241,Rural,2,3,60,Female,2021,6,6,1,NA,3
8508-001-01,24,241,Rural,3,4,95,Male,2021,6,16,15,15,1
8508-001-03,24,241,Rural,2,2,33,Male,2021,6,7,1,13,1
8509-001-01,24,241,Rural,2,3,60,Female,2021,6,6,1,NA,3
8509-001-02,19,191,Rural,4,5,31,Male,2022,1,3,5,34,3
8509-001-05,24,241,Rural,1,1,35,Male,2021,6,5,1,15,1
8511-001-01,24,241,Rural,1,2,35,Female,2021,6,8,1,NA,3
8511-001-02,24,241,Rural,2,2,59,Female,2022,1,10,1,NA,3
8511-001-04,24,241,Rural,3,4,53,Female,2021,6,9,1,NA,3
8512-001-01,24,241,Rural,2,2,42,Male,2021,6,8,1,18,2
8524-001-01,24,242,Rural,2,2,47,Male,2021,6,7,1,18,2
8525-001-01,24,242,Rural,5,5,33,Male,2021,6,6,1,18,2
8526-001-01,24,242,Rural,1,1,37,Male,2021,6,10,1,18,2
8527-001-01,24,242,Rural,1,1,51,Male,2021,6,6,1,13,1
8528-001-01,24,242,Rural,2,2,48,Male,2021,6,11,1,NA,3
8528-001-04,24,242,Rural,1,1,23,Male,2021,6,6,1,NA,3
8529-001-01,24,242,Rural,1,1,69,Male,2021,6,14,1,13,1
8529-001-08,24,242,Rural,2,2,70,Male,2021,6,15,1,NA,3
8530-001-01,24,244,Rural,3,4,41,Male,2021,6,7,1,18,2
8531-001-01,24,242,Rural,4,4,48,Male,2021,6,6,1,22,3
8543-001-02,24,243,Rural,3,3,41,Female,2021,9,2,1,NA,3
8543-001-03,24,243,Rural,2,2,42,Male,2021,9,9,1,18,2
8543-001-05,6,64,Rural,5,5,30,Male,2021,12,1,7,23,3
8544-001-01,24,243,Rural,3,4,41,Male,2021,9,4,10,25,3
8545-001-01,13,135,Rural,1,1,62,Male,2021,12,5,1,18,2
8546-001-01,24,243,Rural,2,2,43,Male,2021,9,8,1,NA,3
8547-001-01,24,243,Rural,3,4,47,Male,2021,9,8,1,18,2
8547-001-03,24,243,Rural,2,2,27,Male,2021,9,4,1,18,2
8548-001-01,24,243,Rural,2,2,39,Male,2021,9,3,10,18,2
8549-001-01,24,243,Rural,3,3,56,Male,2021,9,13,1,15,1
8549-001-03,24,243,Rural,3,4,36,Male,2021,9,7,1,18,2
8549-001-05,24,243,Rural,3,3,29,Male,2021,9,5,10,18,2
8549-001-06,24,243,Rural,3,4,32,Male,2021,9,4,5,25,3
8550-001-01,24,243,Rural,1,1,37,Male,2021,9,10,1,18,2
8562-001-01,24,244,Rural,4,4,43,Male,2021,8,8,1,18,2
8563-001-01,24,244,Rural,2,3,49,Male,2021,8,6,1,NA,3
8563-001-03,24,244,Rural,2,2,50,Male,2021,8,20,1,18,2
8564-001-01,24,244,Rural,3,4,71,Male,2021,8,6,1,NA,3
8564-001-03,24,244,Rural,5,5,35,Male,2021,8,7,1,18,2
8565-001-01,24,244,Rural,4,5,57,Female,2021,8,2,1,15,1
8566-001-01,24,244,Rural,3,3,49,Female,2021,8,6,1,NA,3
8567-001-01,5,52,Rural,4,5,65,Male,2021,9,9,1,NA,3
8568-001-01,13,135,Rural,3,4,45,Male,2021,9,9,1,18,2
8568-001-04,13,135,Rural,4,4,28,Male,2021,9,5,1,15,1
8569-001-01,24,244,Rural,2,2,67,Female,2021,8,10,1,NA,3
8581-001-01,24,244,Rural,4,4,43,Male,2021,8,7,1,18,2
8582-001-01,24,244,Rural,3,3,53,Female,2021,8,8,1,18,2
8583-001-01,24,244,Rural,2,2,49,Female,2021,8,6,1,NA,3
8583-001-06,23,234,Rural,1,1,46,Male,2021,12,6,1,NA,3
8584-001-01,24,244,Rural,3,4,46,Male,2021,8,8,1,18,2
8585-001-02,24,244,Rural,2,3,46,Female,2022,1,1,1,15,1
8586-001-01,5,53,Rural,2,2,48,Male,2022,1,7,1,NA,3
8587-001-01,24,244,Rural,1,2,50,Male,2021,8,3,1,18,2
8587-001-03,23,234,Rural,1,1,28,Male,2021,12,5,1,15,1
8588-001-01,24,244,Rural,3,3,62,Male,2021,8,8,1,18,2
8588-001-04,24,244,Rural,4,5,27,Male,2021,8,3,7,18,2
8588-001-05,24,244,Rural,3,4,32,Male,2021,8,4,7,18,2
8600-001-01,24,245,Urban,1,1,51,Male,2021,6,9,1,16,1
8601-001-01,24,245,Urban,3,2,36,Male,2021,6,5,1,18,2
8602-001-01,24,245,Urban,2,1,47,Male,2021,6,9,1,13,1
8603-001-01,24,245,Urban,1,1,37,Male,2021,6,8,1,15,1
8604-001-01,24,245,Rural,1,1,34,Male,2021,6,7,1,17,1
8604-001-02,19,192,Urban,3,2,34,Male,2022,1,7,7,18,2
8605-001-01,24,245,Urban,5,4,53,Male,2021,6,12,1,15,1
8605-001-04,24,245,Urban,3,2,32,Male,2021,6,5,1,NA,3
8605-001-05,19,194,Urban,5,5,32,Male,2021,12,8,1,24,3
8605-001-08,24,245,Urban,4,3,46,Male,2021,6,6,2,15,1
8606-001-01,24,245,Urban,2,1,51,Female,2021,6,4,16,NA,3
8606-001-02,24,245,Urban,4,3,34,Male,2021,6,2,10,18,2
8607-001-02,25,251,Urban,3,2,53,Male,2021,12,3,1,18,2
8607-001-03,20,204,Urban,1,1,58,Female,2021,12,4,1,15,1
8619-001-01,13,132,Rural,2,3,52,Male,2021,6,11,1,18,2
8619-001-03,4,43,Rural,5,5,35,Male,2021,9,3,5,34,3
8619-001-04,13,131,Rural,5,5,29,Male,2021,9,3,1,24,3
8619-001-05,4,43,Rural,4,5,33,Male,2021,9,3,10,18,2
8620-001-01,13,132,Rural,1,2,38,Male,2021,6,8,1,18,2
8621-001-01,13,132,Rural,2,2,34,Male,2021,6,8,1,22,3
8622-001-01,13,132,Rural,3,3,59,Male,2021,6,7,1,18,2
8622-001-03,13,134,Rural,2,3,33,Male,2021,12,4,7,24,3
8623-001-01,13,132,Rural,5,5,35,Male,2021,6,6,5,34,3
8624-001-01,13,132,Rural,3,3,56,Male,2021,6,11,1,18,2
8624-001-03,2,22,Rural,4,5,34,Male,2021,9,6,14,NA,3
8624-001-08,13,132,Rural,1,2,37,Female,2021,6,7,1,NA,3
8625-001-01,13,132,Rural,3,4,77,Female,2021,6,8,1,NA,3
8625-001-02,13,132,Rural,2,2,39,Male,2021,6,5,1,NA,3
8626-001-01,13,132,Rural,5,5,46,Male,2021,6,11,1,18,2
8638-001-02,13,133,Urban,4,3,60,Female,2021,7,6,1,18,2
8639-001-01,13,133,Urban,2,1,60,Male,2021,7,1,1,18,2
8639-001-02,13,133,Urban,3,2,58,Female,2021,7,5,1,18,2
8640-001-01,13,133,Urban,5,5,69,Male,2021,7,3,1,24,3
8641-001-01,13,133,Urban,5,4,34,Male,2021,7,6,5,34,3
8641-001-05,26,262,Urban,4,3,26,Female,2021,12,3,1,24,3
8641-001-06,13,133,Urban,5,5,30,Male,2021,7,1,10,24,3
8642-001-01,13,133,Urban,3,1,41,Male,2021,7,9,7,18,2
8643-001-01,13,133,Urban,2,1,32,Male,2021,7,6,1,18,2
8645-001-01,13,133,Urban,3,2,67,Male,2021,7,13,1,17,1
8657-001-01,13,133,Urban,5,4,33,Male,2021,7,5,7,18,2
8658-001-01,13,133,Rural,1,2,47,Male,2021,7,12,10,18,2
8659-001-01,13,133,Rural,2,2,58,Female,2021,7,9,10,18,2
8660-001-01,13,133,Rural,2,2,46,Female,2021,7,7,16,18,2
8661-001-01,13,137,Rural,5,5,33,Male,2021,7,4,1,18,2
8662-001-01,13,133,Rural,5,5,49,Male,2021,7,5,8,43,3
8663-001-01,13,137,Rural,5,5,38,Male,2021,7,5,7,18,2
8676-001-01,13,136,Rural,3,3,52,Male,2021,7,8,1,18,2
8676-001-04,13,136,Rural,4,4,31,Male,2021,7,3,1,24,3
8677-001-01,13,136,Rural,4,4,34,Male,2021,7,4,1,18,2
8678-001-01,13,136,Rural,2,2,32,Male,2021,7,5,1,18,2
8679-001-01,13,136,Rural,4,4,48,Male,2021,7,1,1,18,2
8680-001-01,13,136,Rural,3,3,40,Male,2021,7,7,1,13,1
8681-001-01,13,136,Rural,2,2,33,Male,2021,7,4,10,18,2
8682-001-01,13,136,Rural,1,2,95,Male,2021,7,2,1,NA,3
8683-001-01,13,136,Rural,3,4,51,Male,2021,7,7,1,16,1
8683-001-03,13,136,Rural,2,3,35,Male,2021,7,4,1,NA,3
8695-001-01,14,141,Rural,1,2,71,Male,2021,7,16,1,NA,3
8695-001-03,14,141,Rural,3,3,42,Male,2021,7,8,1,NA,3
8695-001-08,14,141,Rural,2,3,42,Male,2021,7,10,10,NA,3
8695-001-18,14,148,Rural,4,5,30,Female,2021,7,4,10,NA,3
8696-001-01,14,142,Rural,4,4,79,Male,2021,7,5,1,15,1
8697-001-01,14,141,Rural,2,3,70,Male,2021,7,8,1,NA,3
8698-001-01,14,141,Rural,2,3,43,Male,2021,7,3,1,NA,3
8699-001-01,14,141,Rural,2,2,50,Male,2021,7,12,1,NA,3
8699-001-03,14,141,Rural,1,2,27,Male,2021,7,5,10,18,2
8699-001-07,14,148,Rural,3,3,65,Female,2021,7,5,1,NA,3
8699-001-08,14,142,Rural,1,1,66,Male,2021,7,27,1,14,1
8700-001-01,14,141,Rural,1,2,71,Male,2021,7,5,1,NA,3
8701-001-01,5,51,Rural,2,2,32,Male,2021,9,8,1,14,1
8702-001-01,14,141,Rural,1,2,33,Male,2021,7,10,1,NA,3
8714-001-01,14,141,Rural,2,3,54,Male,2021,3,14,1,15,1
8715-001-01,14,141,Rural,2,3,54,Male,2021,3,10,1,13,1
8717-001-01,14,141,Rural,1,1,45,Male,2021,3,7,1,18,2
8718-001-01,14,141,Rural,1,1,90,Male,2021,3,6,15,NA,3
8722-001-01,14,141,Rural,1,1,43,Male,2021,3,11,1,NA,3
8733-001-01,14,142,Rural,1,2,61,Female,2021,7,10,1,NA,3
8733-001-03,2,23,Urban,4,3,23,Male,2021,9,2,7,18,2
8735-001-01,14,147,Urban,3,2,46,Male,2021,9,7,1,15,1
8736-001-01,14,142,Urban,3,2,48,Female,2021,7,4,15,18,2
8737-001-01,14,142,Urban,4,2,35,Male,2021,7,4,7,15,1
8738-001-01,14,142,Urban,3,2,72,Female,2021,7,2,1,NA,3
8739-001-01,14,142,Urban,5,5,34,Male,2021,7,4,10,18,2
8753-001-01,14,142,Rural,4,5,61,Female,2021,7,1,1,NA,3
8754-001-01,14,142,Rural,1,1,37,Male,2021,7,6,7,14,1
8755-001-01,14,142,Rural,1,2,81,Male,2021,7,2,1,NA,3
8756-001-02,14,142,Rural,5,5,33,Female,2021,7,1,1,NA,3
8757-001-04,14,141,Rural,2,3,31,Male,2021,9,4,1,18,2
8758-001-01,14,142,Rural,2,3,71,Male,2021,7,16,1,15,1
8758-001-05,14,142,Rural,2,3,29,Male,2021,7,3,7,18,2
8758-001-08,14,142,Rural,3,4,49,Female,2021,7,11,1,18,2
8758-001-10,14,141,Rural,1,2,60,Male,2021,12,11,1,NA,3
8758-001-13,14,142,Rural,5,5,23,Male,2021,7,3,1,18,2
8759-001-01,14,142,Rural,1,1,78,Male,2021,7,3,1,12,1
8762-001-01,14,142,Rural,5,5,31,Female,2021,7,5,9,18,2
8762-001-02,14,142,Rural,5,5,22,Female,2021,7,1,10,18,2
8762-001-04,14,142,Rural,2,2,39,Male,2021,7,8,1,18,2
8771-001-01,14,143,Rural,2,3,28,Male,2021,3,5,1,18,2
8771-001-02,14,143,Rural,3,3,24,Male,2021,3,3,1,18,2
8772-001-01,14,143,Rural,3,4,33,Male,2021,3,6,1,24,3
8773-001-01,14,143,Rural,2,3,34,Male,2021,3,7,1,NA,3
8774-001-01,14,143,Rural,1,1,48,Male,2021,3,22,1,14,1
8777-001-01,14,143,Rural,4,4,67,Male,2021,3,2,1,NA,3
8778-001-01,14,143,Rural,1,1,71,Male,2021,3,1,1,15,1
8778-001-02,14,143,Rural,2,2,37,Male,2021,3,8,1,22,3
8790-001-01,14,143,Rural,1,1,41,Male,2021,7,8,1,NA,3
8791-001-01,14,141,Rural,1,1,44,Female,2021,9,6,1,18,2
8791-001-03,14,143,Rural,2,3,76,Male,2021,9,14,16,14,1
8792-001-01,14,143,Rural,2,2,44,Male,2021,7,10,1,NA,3
8793-001-01,14,143,Rural,4,5,46,Male,2021,7,11,1,15,1
8794-001-01,14,143,Rural,1,1,52,Male,2021,7,6,1,18,2
8795-001-01,14,143,Rural,1,1,53,Male,2021,7,13,1,18,2
8796-001-01,14,143,Rural,2,2,74,Male,2021,7,16,1,NA,3
8796-001-06,14,143,Rural,2,3,41,Male,2021,7,12,1,NA,3
8797-001-02,14,143,Rural,1,2,81,Female,2021,7,13,15,NA,3
8810-001-01,14,145,Rural,1,2,36,Male,2021,3,5,7,18,2
8812-001-01,14,145,Rural,2,3,53,Male,2021,3,11,10,NA,3
8812-001-02,14,145,Rural,4,5,54,Female,2021,3,5,1,18,2
8813-001-01,14,145,Rural,4,4,35,Male,2021,3,7,1,24,3
8814-001-01,14,145,Rural,1,1,44,Male,2021,3,4,1,18,2
8814-001-02,14,145,Rural,2,2,42,Female,2021,3,4,7,18,2
8814-001-03,14,145,Rural,2,3,25,Male,2021,3,2,1,14,1
8815-001-01,14,145,Rural,3,4,35,Male,2021,3,2,10,18,2
8816-001-01,14,145,Rural,2,3,46,Male,2021,3,10,7,14,1
8818-001-01,14,145,Rural,3,3,52,Male,2021,3,2,1,18,2
8828-001-01,14,147,Rural,4,5,54,Male,2021,7,8,1,18,2
8828-001-03,14,147,Rural,4,5,31,Male,2021,7,4,10,22,3
8828-001-07,14,147,Rural,4,4,22,Male,2021,7,3,1,17,1
8829-001-01,14,147,Rural,2,3,46,Male,2021,7,7,1,24,3
8830-001-01,14,147,Rural,3,4,71,Female,2021,7,1,16,14,1
8831-001-01,14,147,Rural,4,5,28,Male,2021,7,3,5,24,3
8832-001-01,14,144,Rural,4,5,71,Female,2021,9,1,1,NA,3
8832-001-02,14,144,Rural,3,3,31,Male,2021,9,5,1,18,2
8833-001-01,14,147,Rural,2,3,33,Male,2021,7,5,1,24,3
8834-001-01,14,147,Rural,1,1,54,Female,2021,7,12,1,NA,3
8835-001-01,14,147,Rural,1,1,35,Male,2021,7,7,1,NA,3
8835-001-04,14,147,Rural,3,4,27,Male,2021,7,3,10,18,2
8847-001-01,14,147,Rural,1,2,44,Male,2021,7,10,1,NA,3
8848-001-01,14,147,Rural,3,3,48,Female,2021,7,8,15,NA,3
8849-001-02,14,147,Rural,1,2,46,Female,2021,7,12,1,NA,3
8849-001-06,14,147,Rural,2,2,65,Female,2021,7,8,1,NA,3
8850-001-02,17,176,Rural,2,3,36,Female,2021,9,5,1,NA,3
8851-001-01,14,147,Rural,2,2,36,Male,2021,7,10,1,NA,3
8853-001-02,14,147,Rural,1,1,56,Female,2021,7,19,1,NA,3
8854-001-03,14,147,Rural,2,2,53,Male,2021,7,8,1,NA,3
8854-001-10,14,147,Rural,1,2,39,Female,2021,7,11,1,NA,3
8854-001-13,14,147,Rural,3,4,36,Female,2021,7,3,1,NA,3
8854-001-14,14,147,Rural,2,2,22,Male,2021,7,2,1,16,1
8857-001-01,14,147,Rural,2,3,44,Male,2021,7,7,1,18,2
8866-001-01,4,41,Rural,2,2,76,Female,2021,3,4,1,15,1
8867-001-02,4,41,Rural,5,5,50,Female,2021,3,3,1,18,2
8868-001-01,4,41,Rural,3,3,35,Male,2021,3,6,1,18,2
8869-001-01,4,41,Rural,2,2,42,Male,2021,3,9,1,18,2
8870-001-01,4,41,Rural,2,2,38,Male,2021,3,8,1,18,2
8871-001-01,4,41,Rural,5,5,80,Female,2021,3,4,1,NA,3
8871-001-03,3,37,Rural,5,5,43,Female,2021,12,2,1,15,1
8872-001-01,4,41,Rural,3,3,47,Male,2021,3,8,1,18,2
8872-001-03,4,41,Rural,3,4,28,Male,2021,3,3,4,24,3
8872-001-04,4,41,Rural,4,4,32,Male,2021,3,3,5,34,3
8873-001-01,4,41,Rural,3,4,74,Male,2021,3,2,1,14,1
8885-001-01,4,42,Rural,3,3,56,Male,2021,6,7,1,18,2
8886-001-01,4,42,Rural,1,1,32,Female,2021,6,8,1,24,3
8887-001-01,4,42,Rural,5,5,45,Male,2021,6,5,10,17,1
8888-001-01,4,42,Rural,3,3,60,Male,2021,6,2,7,18,2
8889-001-01,4,42,Rural,2,3,51,Male,2021,6,8,1,18,2
8891-001-01,4,42,Rural,2,3,68,Male,2021,6,5,1,18,2
8891-001-04,7,72,Urban,4,3,35,Male,2022,1,5,7,18,2
8892-001-03,4,42,Rural,3,4,66,Female,2021,6,4,1,15,1
8904-001-01,4,43,Rural,2,3,39,Male,2021,6,6,1,18,2
8905-001-01,4,43,Rural,3,4,44,Male,2021,6,7,1,18,2
8905-001-03,51,512,Rural,5,5,23,Male,2022,1,1,7,23,3
8906-001-01,4,43,Rural,3,4,29,Male,2021,6,3,1,18,2
8907-001-01,4,43,Rural,4,5,32,Male,2021,6,5,1,18,2
8908-001-01,4,43,Rural,2,3,46,Male,2021,6,1,1,16,1
8909-001-02,4,43,Rural,2,3,51,Female,2021,6,5,1,17,1
8910-001-01,4,48,Rural,2,3,68,Male,2021,6,1,1,14,1
8910-001-02,4,43,Rural,2,2,67,Female,2021,6,6,1,NA,3
8911-001-01,4,43,Rural,2,3,51,Male,2021,6,8,1,18,2
8923-001-01,4,45,Rural,4,4,79,Female,2021,3,7,15,NA,3
8923-001-02,4,45,Urban,5,5,40,Male,2021,3,3,2,23,3
8924-001-01,4,45,Urban,2,1,78,Male,2021,3,9,2,16,1
8925-001-01,4,45,Urban,3,2,70,Female,2021,3,4,10,15,1
8925-001-03,4,44,Urban,5,4,27,Male,2021,12,1,7,24,3
8926-001-01,4,45,Urban,5,5,31,Male,2021,3,3,NA,NA,3
8928-001-01,4,45,Urban,4,2,52,Female,2021,3,2,16,NA,3
8928-001-03,4,44,Urban,3,2,32,Male,2021,9,6,7,24,3
8929-001-01,4,45,Urban,4,4,69,Female,2021,3,7,9,NA,3
8929-001-03,4,45,Urban,4,3,36,Male,2021,3,4,6,18,2
8930-001-01,4,45,Rural,5,5,46,Female,2021,3,3,10,18,2
8942-001-01,4,46,Rural,2,2,47,Male,2021,3,9,1,18,2
8944-001-01,4,46,Rural,1,2,71,Male,2021,3,13,1,15,1
8945-001-01,4,46,Rural,4,4,27,Male,2021,3,5,1,17,1
8946-001-01,4,46,Rural,5,5,66,Male,2021,3,3,1,18,2
8946-001-04,4,46,Rural,4,4,30,Male,2021,9,2,13,18,2
8947-001-01,4,46,Rural,3,4,53,Male,2021,3,1,7,18,2
8948-001-01,4,46,Rural,3,4,66,Male,2021,3,6,16,15,1
8949-001-01,4,46,Rural,4,5,71,Female,2021,3,1,1,NA,3
8961-001-01,4,47,Rural,5,5,55,Female,2021,8,3,1,18,2
8962-001-02,4,47,Rural,1,2,45,Female,2021,8,13,1,NA,3
8962-001-03,4,47,Rural,3,4,30,Male,2021,8,4,1,NA,3
8963-001-03,4,47,Rural,4,5,32,Male,2021,8,3,7,18,2
8964-001-01,4,47,Rural,3,4,34,Male,2021,8,5,1,18,2
8964-001-04,4,47,Rural,5,5,29,Male,2021,8,2,7,18,2
8964-001-05,4,47,Rural,3,4,27,Male,2021,8,5,3,15,1
8965-001-01,4,47,Rural,3,3,35,Male,2021,8,2,1,NA,3
8966-001-01,4,47,Rural,2,2,68,Female,2021,8,8,1,NA,3
8967-001-01,4,47,Rural,3,4,28,Male,2021,8,4,1,NA,3
8968-001-01,4,47,Rural,3,4,43,Male,2021,8,3,1,NA,3
8968-001-02,4,47,Rural,3,3,32,Female,2021,8,2,1,NA,3
9000-001-99,1,15,Urban,4,3,62,Male,2021,1,3,1,18,2
9001-001-99,1,15,Urban,5,5,27,Male,2021,1,1,5,43,3
9002-001-99,1,15,Urban,5,4,44,Male,2021,1,4,5,NA,3
9003-001-99,1,15,Urban,4,3,57,Female,2021,1,4,9,18,2
9004-001-99,1,15,Urban,5,5,31,Male,2021,1,4,10,24,3
9005-001-99,1,15,Urban,5,4,45,Male,2021,1,2,10,18,2
9006-001-99,1,15,Urban,5,4,33,Male,2021,1,3,10,24,3
9007-001-99,1,15,Urban,4,3,30,Female,2021,1,4,5,24,3
9012-001-99,1,15,Urban,5,4,30,Male,2021,1,3,5,25,3
9013-001-99,1,15,Urban,2,1,56,Female,2021,1,3,10,18,2
9014-001-99,1,15,Urban,4,2,36,Male,2021,1,6,5,34,3
9015-001-99,1,15,Urban,5,5,60,Male,2021,1,8,5,43,3
9016-001-99,1,15,Urban,5,4,43,Male,2021,1,3,10,18,2
9018-001-99,1,15,Urban,4,3,55,Male,2021,1,4,7,NA,3
9020-001-99,1,15,Urban,4,2,31,Male,2021,1,5,9,24,3
9021-001-99,1,15,Urban,5,4,25,Male,2021,1,1,7,24,3
9024-001-99,1,15,Urban,4,3,32,Male,2021,1,3,10,NA,3
9025-001-99,1,15,Urban,5,4,37,Female,2021,1,2,5,43,3
